current_queue_length,average_consultation_minutes,time_of_day,day_of_week,emergency_patients_ahead,actual_wait_minutes
3,9.9,15:28,Thursday,0,38.3
7,12.1,17:21,Sunday,0,81.6
2,17.8,15:16,Monday,0,52.8
2,12.1,11:22,Wednesday,0,31.0
8,13.0,09:55,Wednesday,0,130.8
5,17.7,12:19,Thursday,0,90.2
1,9.9,09:52,Wednesday,0,15.9
1,9.7,08:12,Friday,0,5.5
4,10.6,12:33,Saturday,0,46.9
5,10.4,11:17,Friday,0,65.9
3,6.5,08:57,Friday,0,20.8
5,12.4,16:42,Monday,0,70.6
5,12.7,09:13,Sunday,0,61.6
3,11.4,14:18,Thursday,0,46.3
1,12.7,13:41,Tuesday,0,16.3
4,12.8,17:47,Friday,0,55.2
2,8.1,10:32,Thursday,0,22.8
6,12.9,10:21,Sunday,0,67.3
4,13.7,14:16,Friday,0,70.2
1,7.2,13:34,Sunday,0,6.6
3,16.4,16:07,Sunday,0,63.3
3,8.3,09:43,Tuesday,0,26.6
0,8.6,11:00,Wednesday,0,2.5
3,12.6,08:03,Tuesday,1,43.5
9,13.6,15:12,Tuesday,0,135.4
2,14.3,11:15,Friday,0,35.1
6,13.7,10:21,Sunday,1,87.8
5,10.4,14:02,Thursday,0,62.3
3,12.3,10:31,Saturday,0,36.5
4,11.0,08:34,Saturday,0,36.2
1,12.5,10:21,Tuesday,1,35.6
5,12.2,16:29,Saturday,2,69.0
1,10.5,13:57,Thursday,1,28.3
7,11.0,12:42,Monday,0,118.0
5,6.4,12:54,Saturday,0,29.6
3,14.5,17:58,Sunday,0,34.6
0,12.9,08:18,Tuesday,0,0.0
4,5.1,09:36,Tuesday,0,29.3
1,14.4,16:39,Saturday,0,12.6
2,11.8,13:20,Sunday,0,36.5
4,9.2,17:57,Tuesday,0,45.3
4,8.9,14:50,Thursday,0,44.9
3,9.9,15:14,Friday,0,41.2
5,9.2,13:47,Saturday,0,36.7
2,9.6,08:10,Monday,0,27.1
3,17.1,17:04,Tuesday,2,81.7
7,13.1,13:13,Sunday,0,103.7
7,18.1,08:05,Thursday,0,123.8
2,12.7,10:05,Saturday,0,21.9
5,13.7,11:30,Monday,0,114.7
5,9.4,10:51,Monday,1,76.3
4,11.5,08:16,Saturday,0,31.4
1,11.8,10:48,Wednesday,0,16.9
5,13.9,16:57,Sunday,1,58.3
8,11.9,13:53,Thursday,0,136.9
2,13.1,11:16,Saturday,0,26.8
0,12.9,08:52,Thursday,1,10.4
1,11.1,15:30,Friday,0,16.2
5,10.8,15:11,Friday,0,71.7
8,10.0,08:01,Monday,1,81.3
3,15.2,17:56,Saturday,0,41.0
0,11.1,10:39,Sunday,0,0.9
8,13.0,10:37,Wednesday,0,126.6
5,11.5,11:00,Wednesday,0,67.6
5,15.2,17:37,Friday,0,94.3
4,6.0,16:24,Friday,0,30.7
1,12.9,14:22,Wednesday,0,15.9
0,8.2,12:56,Tuesday,0,0.0
2,13.2,11:16,Sunday,0,26.1
5,11.6,11:21,Saturday,0,54.5
2,7.6,11:15,Friday,0,16.2
1,13.0,16:37,Wednesday,1,24.8
3,12.7,14:48,Wednesday,0,45.4
3,11.3,12:04,Wednesday,0,37.6
3,11.7,17:56,Friday,0,38.4
5,12.5,09:46,Monday,0,94.3
6,15.5,08:46,Friday,1,121.4
5,11.1,11:40,Friday,0,72.4
8,15.0,17:49,Tuesday,0,130.9
3,11.9,08:14,Tuesday,0,47.1
1,15.9,08:48,Tuesday,0,23.2
2,11.3,11:24,Sunday,0,20.4
4,10.0,17:52,Sunday,0,38.5
5,8.7,11:26,Saturday,0,58.7
3,11.9,14:46,Friday,0,39.1
3,9.6,16:38,Sunday,1,40.1
1,16.2,14:42,Saturday,1,25.0
4,9.4,08:53,Wednesday,0,41.4
7,9.9,09:29,Wednesday,0,76.8
2,13.7,10:35,Friday,1,40.6
4,15.6,15:57,Wednesday,0,82.0
6,14.2,16:01,Thursday,0,99.9
2,15.2,09:42,Sunday,1,35.1
5,11.8,11:47,Sunday,1,72.9
5,11.8,09:23,Friday,0,77.5
6,18.0,12:43,Wednesday,1,124.2
3,17.1,11:38,Thursday,0,38.6
4,14.1,17:55,Wednesday,0,59.9
5,15.3,11:53,Wednesday,1,102.8
4,14.6,08:30,Wednesday,0,74.7
5,8.4,13:12,Thursday,0,50.0
1,11.9,17:04,Thursday,0,14.0
2,16.5,11:41,Friday,0,41.6
6,14.2,16:11,Sunday,0,57.9
4,11.8,12:10,Thursday,0,58.8
3,16.5,13:41,Tuesday,0,54.9
5,13.1,13:01,Tuesday,0,72.5
4,14.3,16:44,Friday,1,71.8
5,13.1,13:40,Sunday,0,53.6
5,13.6,11:47,Wednesday,1,98.0
2,13.8,15:40,Monday,1,53.3
1,15.9,08:30,Monday,0,20.6
3,16.3,10:43,Tuesday,0,49.4
2,10.6,10:51,Sunday,1,29.3
6,13.1,13:41,Saturday,0,77.2
1,15.8,16:20,Saturday,0,15.9
1,11.6,13:32,Wednesday,1,29.8
4,8.1,12:34,Sunday,0,33.0
2,9.3,08:39,Wednesday,0,17.2
5,9.5,17:42,Wednesday,0,51.1
2,10.6,10:57,Sunday,0,18.7
1,9.8,09:17,Saturday,1,22.5
2,15.1,16:19,Wednesday,0,34.8
6,11.2,16:54,Friday,3,118.1
3,15.8,10:59,Wednesday,1,63.6
2,8.6,13:29,Friday,1,31.5
2,10.9,15:50,Monday,0,30.0
2,12.3,08:13,Monday,0,30.0
3,14.4,17:52,Sunday,0,36.4
5,15.4,11:14,Monday,1,104.5
1,10.4,12:47,Wednesday,0,10.5
2,15.0,08:30,Tuesday,1,49.2
3,7.0,08:28,Monday,0,29.7
5,14.6,09:06,Saturday,0,48.1
6,8.0,11:12,Tuesday,0,53.3
5,13.3,17:12,Saturday,0,43.0
7,15.4,13:09,Thursday,0,139.9
4,14.7,11:15,Friday,1,106.3
4,7.1,12:30,Friday,0,38.6
6,10.7,10:39,Tuesday,0,85.0
1,14.2,14:14,Thursday,0,14.3
4,14.1,13:04,Saturday,1,78.6
8,12.8,11:47,Tuesday,1,135.8
4,5.4,14:51,Monday,0,30.1
4,15.6,11:55,Wednesday,0,81.7
9,16.1,16:03,Sunday,0,127.0
5,12.5,13:59,Wednesday,0,84.9
2,12.7,10:01,Wednesday,0,28.6
2,13.5,09:37,Monday,0,36.3
2,16.4,10:33,Saturday,2,84.3
1,12.8,17:10,Wednesday,2,44.7
5,11.4,16:14,Tuesday,0,62.0
3,13.1,17:43,Monday,0,45.8
7,12.0,15:26,Wednesday,1,125.4
5,12.0,17:08,Tuesday,1,94.1
2,6.7,11:33,Thursday,0,16.3
6,13.6,14:11,Wednesday,1,95.1
7,15.5,11:54,Thursday,1,135.5
4,15.1,16:38,Wednesday,0,69.1
4,14.9,17:58,Monday,0,77.8
2,11.8,15:27,Saturday,0,27.3
6,12.4,15:48,Thursday,0,63.9
5,15.6,16:48,Tuesday,0,101.1
4,14.6,08:57,Monday,0,86.4
4,16.5,12:49,Sunday,0,42.2
5,10.0,15:19,Sunday,0,47.3
3,10.0,14:03,Tuesday,0,42.2
3,11.0,13:24,Wednesday,0,34.2
3,9.2,11:51,Friday,1,44.7
4,8.0,10:12,Thursday,0,40.0
3,13.4,17:13,Saturday,0,34.2
1,13.2,15:20,Friday,1,31.4
1,12.7,14:08,Tuesday,0,17.2
5,13.1,08:51,Saturday,2,69.1
1,7.6,09:07,Sunday,0,3.5
5,10.6,12:19,Monday,0,79.2
5,11.1,09:15,Saturday,0,60.6
3,12.1,09:29,Friday,0,45.3
4,7.6,08:48,Sunday,0,32.9
6,9.2,10:56,Sunday,0,56.5
5,10.7,08:06,Monday,0,80.4
4,15.2,15:19,Thursday,0,72.5
2,12.8,13:59,Monday,0,37.3
0,15.1,13:04,Monday,0,1.2
2,11.6,17:52,Sunday,1,26.5
3,12.0,12:49,Tuesday,0,43.1
2,13.5,16:41,Monday,1,46.5
4,11.5,09:53,Sunday,1,47.8
2,10.1,10:38,Wednesday,1,45.4
1,7.5,11:17,Monday,0,16.0
3,10.2,17:54,Tuesday,0,32.8
2,14.5,17:04,Monday,1,52.3
7,15.8,12:29,Friday,0,109.0
4,9.7,16:26,Sunday,1,36.5
5,6.8,10:19,Wednesday,0,35.6
4,14.8,13:55,Sunday,1,68.3
5,12.2,09:37,Wednesday,0,63.9
4,8.0,13:45,Thursday,0,40.6
2,5.0,10:13,Tuesday,0,14.5
7,9.1,13:51,Monday,0,84.0
4,10.6,12:17,Tuesday,1,80.7
5,8.5,13:35,Friday,0,58.1
2,14.1,09:36,Monday,2,80.8
4,9.6,13:03,Saturday,1,47.6
2,12.0,11:09,Sunday,0,25.2
5,19.1,09:26,Wednesday,1,136.7
2,12.4,13:00,Tuesday,0,37.9
2,11.7,09:23,Tuesday,1,44.6
4,11.7,12:16,Wednesday,0,64.3
4,14.0,11:13,Sunday,0,49.8
1,13.6,13:25,Wednesday,0,20.6
5,9.0,12:50,Saturday,0,39.1
4,10.8,09:20,Wednesday,0,44.5
2,10.0,10:47,Thursday,0,24.7
6,11.2,13:34,Thursday,0,71.8
5,17.5,16:20,Sunday,0,67.2
1,13.9,08:35,Thursday,0,12.3
7,11.8,08:54,Friday,0,99.6
4,15.7,15:58,Saturday,0,60.2
7,12.6,11:23,Sunday,0,98.3
3,7.1,10:34,Sunday,1,34.8
4,17.0,10:17,Monday,0,93.9
2,11.5,17:42,Monday,1,40.0
5,5.2,13:06,Thursday,0,34.1
3,7.2,09:36,Wednesday,0,21.6
1,15.4,12:03,Friday,0,19.8
7,7.2,10:36,Thursday,0,78.7
4,16.0,09:41,Wednesday,0,71.0
4,12.2,17:47,Monday,1,78.1
3,14.1,12:27,Wednesday,0,51.8
3,11.2,14:54,Thursday,0,38.5
5,13.6,16:59,Friday,2,116.9
4,12.9,10:03,Tuesday,0,52.9
6,11.9,09:16,Friday,0,81.8
6,8.8,10:36,Friday,2,73.0
7,13.1,15:07,Tuesday,0,136.0
2,6.5,11:49,Sunday,1,22.3
4,14.8,12:53,Thursday,0,67.1
3,12.6,08:12,Tuesday,0,31.9
2,13.4,08:02,Friday,0,31.9
2,5.0,12:04,Tuesday,0,12.9
4,8.6,09:30,Friday,1,65.5
2,10.5,15:54,Friday,1,44.8
2,14.0,17:30,Thursday,0,33.0
4,9.2,17:15,Tuesday,0,39.1
3,19.6,12:39,Tuesday,0,74.9
3,11.2,10:52,Tuesday,0,43.7
4,9.0,12:50,Monday,0,53.4
7,11.4,09:02,Sunday,1,71.2
7,9.1,17:26,Saturday,0,45.9
5,8.4,14:42,Thursday,0,63.4
1,15.0,10:51,Saturday,1,30.7
4,13.5,15:35,Friday,0,70.1
2,13.5,10:27,Friday,1,44.9
10,15.8,15:30,Saturday,0,190.7
7,13.5,12:01,Thursday,0,131.2
1,8.8,16:38,Thursday,0,10.0
2,14.1,17:53,Monday,0,35.5
5,8.6,11:12,Friday,0,56.6
8,10.6,13:30,Thursday,0,106.6
3,11.9,10:22,Tuesday,0,46.7
5,11.6,16:00,Thursday,0,69.8
5,6.6,12:55,Saturday,1,41.2
6,9.1,17:50,Thursday,1,56.9
8,11.9,16:52,Thursday,0,105.5
6,10.2,10:43,Tuesday,0,82.9
6,15.4,09:11,Saturday,0,96.5
7,15.9,14:11,Monday,0,179.4
4,8.6,11:10,Saturday,0,42.8
5,12.2,10:32,Sunday,0,63.8
3,16.7,13:27,Tuesday,0,67.2
2,11.6,13:22,Thursday,1,45.2
3,10.8,13:22,Friday,0,39.6
5,14.6,10:56,Sunday,3,125.7
2,11.2,09:33,Wednesday,0,29.7
4,15.8,09:50,Friday,0,85.8
3,10.2,15:12,Monday,0,44.5
4,10.6,12:40,Saturday,1,54.2
5,14.4,12:41,Saturday,0,72.4
1,12.3,17:46,Tuesday,1,27.1
2,12.3,17:10,Monday,0,28.3
8,6.3,08:38,Monday,0,64.8
3,10.9,15:58,Saturday,0,18.4
4,14.6,10:28,Friday,0,67.3
2,9.6,15:13,Wednesday,1,34.7
5,14.1,09:44,Thursday,1,128.1
3,12.8,09:27,Thursday,0,43.2
2,11.4,17:23,Monday,0,28.6
3,16.1,13:34,Thursday,0,54.0
5,11.0,11:29,Friday,1,101.4
4,11.2,16:54,Friday,0,46.6
5,11.4,10:53,Tuesday,0,88.7
6,12.2,08:38,Sunday,1,65.0
6,14.3,11:56,Monday,0,134.0
2,7.6,15:04,Sunday,0,14.4
2,14.6,14:37,Sunday,0,26.0
5,12.2,12:44,Saturday,0,74.0
3,13.7,13:06,Thursday,0,59.4
6,19.2,13:17,Tuesday,0,147.7
7,10.5,11:44,Wednesday,0,89.8
1,8.3,08:49,Thursday,0,7.9
4,12.6,09:34,Monday,0,67.1
3,13.1,15:14,Friday,0,42.5
3,14.6,16:06,Sunday,0,22.5
3,10.4,11:57,Saturday,1,32.0
8,9.5,11:17,Sunday,0,71.3
3,7.4,14:04,Thursday,0,23.8
2,7.9,08:13,Tuesday,0,17.4
5,10.8,13:41,Monday,0,72.7
4,11.7,12:41,Thursday,0,53.3
3,18.2,12:25,Monday,1,97.2
4,6.9,08:00,Friday,0,34.9
2,13.0,17:25,Saturday,1,37.3
2,9.8,09:44,Monday,0,30.4
2,12.7,09:07,Thursday,0,28.5
4,10.3,11:51,Thursday,0,39.1
3,15.1,15:47,Wednesday,0,45.6
4,15.1,15:38,Tuesday,0,75.1
2,11.7,13:07,Friday,2,62.9
2,16.3,13:29,Tuesday,1,59.8
4,14.3,12:33,Monday,1,93.9
5,16.2,08:15,Friday,0,83.6
8,11.9,10:46,Monday,0,127.9
3,14.9,11:53,Wednesday,0,54.6
4,9.7,13:32,Monday,1,61.5
4,9.4,14:35,Thursday,0,47.1
5,18.5,17:52,Tuesday,1,128.5
5,8.7,13:04,Tuesday,0,56.6
4,10.7,14:43,Wednesday,1,59.3
3,6.3,17:36,Thursday,0,22.4
3,9.5,10:47,Saturday,0,34.4
1,9.0,12:32,Sunday,0,7.7
4,10.0,15:12,Friday,0,46.2
5,12.9,13:39,Thursday,0,84.8
4,13.6,16:55,Friday,0,53.7
6,9.0,13:39,Thursday,0,56.7
6,9.6,17:13,Monday,0,67.0
2,15.3,09:29,Thursday,0,35.8
6,17.1,16:02,Saturday,0,86.8
8,15.8,10:07,Saturday,0,123.8
3,7.1,08:29,Monday,1,26.6
5,15.6,09:06,Friday,1,117.3
2,17.6,13:48,Monday,0,57.7
2,6.9,10:54,Monday,0,16.3
2,15.2,09:26,Monday,0,41.4
4,12.7,14:17,Monday,0,70.0
4,11.0,12:52,Monday,0,64.0
3,12.3,11:48,Friday,0,46.4
1,13.3,13:21,Sunday,1,25.4
2,15.5,16:36,Saturday,2,51.2
2,15.3,15:14,Saturday,0,25.9
1,7.5,12:57,Monday,0,14.0
